------------------------------------
- NUMERICAL TRANSLATION OF THE MAP -
- Wall: 10                         -
- Floor: 30                        -
- Key: 15                          -
------------------------------------
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,10,30,10,30,30,30,30,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,10
10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,10,30,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,10
10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,10,30,30,30,30,30,30,10,30,30,30,30,30,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,10
10,30,30,30,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,10,10,10,30,30,10,10,10,10,10,10,30,30,10,30,30,10,30,30,30,30,30,30,30,10,30,30,30,30,30,30,30,10
10,30,15,30,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,10,30,30,30,30,30,30,30,30,30,10,30,30,10,30,30,10,30,30,30,30,30,30,30,10,30,30,30,30,30,30,30,10
10,30,30,30,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,10,30,30,30,30,30,30,30,30,30,10,30,30,10,30,30,10,10,10,10,10,10,30,30,10,10,10,10,10,10,30,30,10
10,10,10,10,10,30,30,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,10,10,10,10,30,30,10,30,30,10,30,30,30,30,30,30,30,30,30,30,30,30,10
10,30,30,30,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,10,30,30,30,30,10,30,30,30,30,10,30,30,10,30,30,10,30,30,10,30,30,30,30,30,30,10,10,10,10,10,10,10
10,30,30,30,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,10,10,10,10,30,10,30,10,10,10,10,30,30,10,30,30,10,30,30,30,30,30,30,30,30,30,30,10,30,30,30,30,10
10,30,30,30,30,30,30,10,30,10,30,30,10,30,30,10,30,30,30,30,10,30,10,30,30,10,30,30,30,30,10,30,30,10,30,30,10,30,30,30,10,10,10,10,30,30,30,10,30,30,30,30,10
10,30,30,30,30,30,30,10,30,10,30,30,30,30,30,10,30,30,30,30,10,30,10,30,30,10,30,30,10,30,10,30,30,10,30,30,10,30,30,10,10,30,30,30,10,30,30,10,10,10,30,30,10
