------------------------------------
- NUMERICAL TRANSLATION OF THE MAP -
- Top-left corner: 1               -
- Top-right corner: 3              -
- Bottom-left corner: 17           -
- Bottom-right corner: 19          -
- Top Wall: 2                      -
- Bottom Wall: 18                  -
- Left Wall: 9                     -
- Right Wall: 11                   -
- Floor: 30                        -
- Horizontal Middle Wall: 10       -
- Vertical Middle Wall: 34         -
- Boxed Wall: 15                   -
- Door: 46                         -
------------------------------------
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
9,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,11
9,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,11
9,30,30,1,2,2,2,2,2,2,2,2,2,2,3,30,30,10,30,30,1,2,2,2,2,2,2,2,2,2,2,3,30,30,10,30,30,1,2,2,2,2,2,30,30,2,2,2,2,3,30,30,11
9,30,30,9,30,30,30,30,30,30,30,30,30,30,11,30,30,10,30,30,9,30,30,30,30,30,30,30,30,30,30,11,30,30,10,30,30,9,30,30,30,30,30,30,30,30,30,30,30,11,30,30,11
9,30,30,9,30,30,30,30,30,30,30,30,30,30,11,30,30,10,30,30,9,30,30,30,30,30,30,30,30,30,30,11,30,30,10,30,30,9,30,30,30,30,30,30,30,30,30,30,30,11,30,30,11
9,30,30,9,30,30,30,30,30,30,30,30,30,30,11,30,30,10,30,30,9,30,30,30,30,30,30,30,30,30,30,11,30,30,30,30,30,9,30,30,30,30,30,30,30,30,30,30,30,11,30,30,11
9,30,30,46,30,30,30,30,30,30,30,30,30,30,11,30,30,10,30,30,9,30,30,30,30,30,30,30,30,30,30,11,30,30,30,30,30,9,30,30,30,30,30,30,30,30,30,30,30,11,30,30,11
9,30,30,9,30,30,30,30,30,30,30,30,30,30,11,30,30,10,30,30,46,30,30,30,30,30,30,30,30,30,30,11,30,30,30,30,30,9,30,30,30,30,30,30,30,30,30,30,30,11,30,30,11
9,30,30,9,30,30,30,30,30,30,30,30,30,30,11,30,30,10,30,30,9,30,30,30,30,30,30,30,30,30,30,11,30,30,10,30,30,9,30,30,30,30,30,30,30,30,30,30,30,11,30,30,11
9,30,30,9,30,30,30,30,30,30,30,30,30,30,11,30,30,10,30,30,9,30,30,30,30,30,30,30,30,30,30,11,30,30,10,30,30,9,30,30,30,30,30,30,30,30,30,30,30,11,30,30,11
9,30,30,9,30,30,30,30,30,30,30,30,30,30,11,30,30,10,30,30,9,30,30,30,30,30,30,30,30,30,30,11,30,30,10,30,30,9,30,30,30,30,30,30,30,30,30,30,30,11,30,30,11
9,30,30,9,34,34,34,34,15,15,30,30,30,30,11,30,30,10,30,30,9,30,30,30,30,30,30,30,30,30,30,11,30,30,10,30,30,9,34,34,34,34,34,15,15,30,30,30,30,11,30,30,11
9,30,30,9,30,30,30,30,15,15,30,30,30,30,11,30,30,10,30,30,9,30,30,30,30,30,30,30,30,30,30,11,30,30,10,30,30,9,30,30,30,30,30,15,15,30,30,30,30,11,30,30,11
9,30,30,9,30,30,30,30,15,15,30,30,30,30,11,30,30,30,30,30,9,30,30,30,30,30,30,30,30,30,30,11,30,30,10,30,30,9,30,30,30,30,30,15,15,30,30,30,30,11,30,30,11
9,30,30,9,30,30,30,30,15,15,34,34,34,34,11,30,30,30,30,30,9,34,34,34,34,34,34,34,34,34,34,11,30,30,10,30,30,9,30,30,30,30,30,15,15,34,34,34,34,11,30,30,11
9,30,30,9,30,30,30,30,30,30,30,30,30,30,11,30,30,30,30,30,9,30,30,30,30,30,30,30,30,30,30,11,30,30,10,30,30,9,30,30,30,30,30,30,30,30,30,30,30,11,30,30,11
